,ts,datetime,current,temperature,device_id,parsed_datetime,recon_error,anomaly_score,anomaly_current,current_anomaly_reason,current_severity,anomaly_temperature,temperature_anomaly_reason,temperature_severity,combined_severity,anomaly_threshold,anomaly_percentile,anomaly_isolation_forest,anomaly_zscore,anomaly_ensemble,anomaly_ensemble_smoothed
16922,1760187039.0,2025-10-11T18:20:39+05:30,0.2609,72.78,d7,2025-10-11 18:20:39+05:30,70.17213956202417,-0.014867119521067871,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16923,1760187040.0,2025-10-11T18:20:40+05:30,0.2229,72.78,d7,2025-10-11 18:20:40+05:30,55.245652906173746,-0.014880092169706377,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16929,1760187046.0,2025-10-11T18:20:46+05:30,0.1539,72.78,d7,2025-10-11 18:20:46+05:30,71.22577292027309,-0.014866203805557213,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16930,1760187047.0,2025-10-11T18:20:47+05:30,0.1019,72.78,d7,2025-10-11 18:20:47+05:30,56.29832186484977,-0.014879177292357914,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
16935,1760187052.0,2025-10-11T18:20:52+05:30,0.1359,72.78,d7,2025-10-11 18:20:52+05:30,70.69085030993621,-0.014866668708198583,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16936,1760187053.0,2025-10-11T18:20:53+05:30,0.1729,72.78,d7,2025-10-11 18:20:53+05:30,54.43233663684012,-0.014880799025005774,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16947,1760187064.0,2025-10-11T18:21:04+05:30,0.1619,72.78,d7,2025-10-11 18:21:04+05:30,70.09945614529686,-0.014867182690415672,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16948,1760187065.0,2025-10-11T18:21:05+05:30,0.1969,72.78,d7,2025-10-11 18:21:05+05:30,54.21819607390188,-0.014880985135129763,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16952,1760187069.0,2025-10-11T18:21:09+05:30,0.1059,72.78,d7,2025-10-11 18:21:09+05:30,73.39449565881739,-0.014864318962946212,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16953,1760187070.0,2025-10-11T18:21:10+05:30,0.1309,72.78,d7,2025-10-11 18:21:10+05:30,55.46666811140295,-0.014879900084812771,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16954,1760187071.0,2025-10-11T18:21:11+05:30,0.1389,72.78,d7,2025-10-11 18:21:11+05:30,55.425829893153,-0.01487993557741519,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16959,1760187076.0,2025-10-11T18:21:16+05:30,0.1989,72.78,d7,2025-10-11 18:21:16+05:30,69.65444306392129,-0.01486756945244999,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16960,1760187077.0,2025-10-11T18:21:17+05:30,0.1349,72.78,d7,2025-10-11 18:21:17+05:30,55.81556175028995,-0.014879596860437617,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16962,1760187079.0,2025-10-11T18:21:19+05:30,0.1279,72.78,d7,2025-10-11 18:21:19+05:30,72.59606870789872,-0.014865012877899984,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16965,1760187082.0,2025-10-11T18:21:22+05:30,0.2139,72.78,d7,2025-10-11 18:21:22+05:30,71.08545337022579,-0.014866325757645594,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16966,1760187083.0,2025-10-11T18:21:23+05:30,0.2579,72.78,d7,2025-10-11 18:21:23+05:30,54.45964422266931,-0.014880775291911424,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16977,1760187094.0,2025-10-11T18:21:34+05:30,0.1109,72.78,d7,2025-10-11 18:21:34+05:30,71.79826067008024,-0.014865706254954762,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,0,0,1,1
16978,1760187095.0,2025-10-11T18:21:35+05:30,0.1239,72.78,d7,2025-10-11 18:21:35+05:30,55.01120222131995,-0.014880295931410506,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16983,1760187100.0,2025-10-11T18:21:40+05:30,0.1099,72.78,d7,2025-10-11 18:21:40+05:30,72.84260244140307,-0.014864798614786632,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16984,1760187101.0,2025-10-11T18:21:41+05:30,0.0779,72.78,d7,2025-10-11 18:21:41+05:30,56.373261340947536,-0.014879112162263005,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
16986,1760187103.0,2025-10-11T18:21:43+05:30,0.1779,72.78,d7,2025-10-11 18:21:43+05:30,71.67220141700071,-0.014865815813381705,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16989,1760187106.0,2025-10-11T18:21:46+05:30,0.1589,72.78,d7,2025-10-11 18:21:46+05:30,72.63094428535683,-0.014864982567444292,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16990,1760187107.0,2025-10-11T18:21:47+05:30,0.2099,72.78,d7,2025-10-11 18:21:47+05:30,54.609839462374005,-0.014880644756835301,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
16992,1760187109.0,2025-10-11T18:21:49+05:30,0.1489,72.78,d7,2025-10-11 18:21:49+05:30,72.30239933315201,-0.014865268106722567,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
16993,1760187110.0,2025-10-11T18:21:50+05:30,0.0069,72.78,d7,2025-10-11 18:21:50+05:30,59.0416175212688,-0.014876793086919434,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
16994,1760423462.0,2025-10-14T12:01:02+05:30,0.10025,70.56,d7,2025-10-14 12:01:02+05:30,74.72580459554797,-0.014863161918863185,0,,normal,1,Critical high temp: 70.56°C (threshold: 68.40°C),critical,critical,0,1,1,0,1,1
17002,1760423470.0,2025-10-14T12:01:10+05:30,0.03425,69.44,d7,2025-10-14 12:01:10+05:30,53.49866556144961,-0.014881610480982271,0,,normal,1,Critical high temp: 69.44°C (threshold: 68.40°C); Rapid temp change: 16.11°C/sample,critical,critical,0,0,0,0,1,1
17003,1760423471.0,2025-10-14T12:01:11+05:30,0.14525,69.44,d7,2025-10-14 12:01:11+05:30,38.9658308661764,-0.01489424100567104,0,,normal,1,Critical high temp: 69.44°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17007,1760423475.0,2025-10-14T12:01:15+05:30,0.10925,70.0,d7,2025-10-14 12:01:15+05:30,54.639479732439064,-0.014880618996398972,0,,normal,1,Critical high temp: 70.00°C (threshold: 68.40°C); Rapid temp change: 16.67°C/sample,critical,critical,0,0,0,0,1,1
17008,1760423476.0,2025-10-14T12:01:16+05:30,0.08225,68.89,d7,2025-10-14 12:01:16+05:30,38.725326509023304,-0.014894450028637618,0,,normal,1,Critical high temp: 68.89°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17009,1760423477.0,2025-10-14T12:01:17+05:30,0.14325,70.0,d7,2025-10-14 12:01:17+05:30,41.6331963836939,-0.014891922791315109,0,,normal,1,Critical high temp: 70.00°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17028,1760423496.0,2025-10-14T12:01:36+05:30,0.10525,70.0,d7,2025-10-14 12:01:36+05:30,53.52432618959821,-0.01488158817926315,0,,normal,1,Critical high temp: 70.00°C (threshold: 68.40°C); Rapid temp change: 16.67°C/sample,critical,critical,0,0,0,0,1,1
17030,1760423498.0,2025-10-14T12:01:38+05:30,0.08725,70.56,d7,2025-10-14 12:01:38+05:30,57.792088411767274,-0.014877879055940471,0,,normal,1,Critical high temp: 70.56°C (threshold: 68.40°C); Rapid temp change: 17.23°C/sample,critical,critical,0,1,0,0,1,1
17031,1760423499.0,2025-10-14T12:01:39+05:30,0.14925,70.56,d7,2025-10-14 12:01:39+05:30,43.770574026375655,-0.014890065190808998,0,,normal,1,Critical high temp: 70.56°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17043,1760423511.0,2025-10-14T12:01:51+05:30,0.08125,70.56,d7,2025-10-14 12:01:51+05:30,56.79151610658761,-0.014878748655950963,0,,normal,1,Critical high temp: 70.56°C (threshold: 68.40°C); Rapid temp change: 17.23°C/sample,critical,critical,0,1,0,0,1,1
17044,1760423512.0,2025-10-14T12:01:52+05:30,0.03125,69.44,d7,2025-10-14 12:01:52+05:30,41.615888246341065,-0.014891937833862601,0,,normal,1,Critical high temp: 69.44°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17045,1760423513.0,2025-10-14T12:01:53+05:30,0.14525,69.44,d7,2025-10-14 12:01:53+05:30,39.312629004500614,-0.01489393960250091,0,,normal,1,Critical high temp: 69.44°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17096,1760423564.0,2025-10-14T12:02:44+05:30,0.17525,70.56,d7,2025-10-14 12:02:44+05:30,55.99467903409019,-0.014879441189137236,0,,normal,1,Critical high temp: 70.56°C (threshold: 68.40°C); Rapid temp change: 17.23°C/sample,critical,critical,0,0,0,0,1,1
17097,1760423565.0,2025-10-14T12:02:45+05:30,0.06025,70.56,d7,2025-10-14 12:02:45+05:30,46.71063027057031,-0.014887509980228456,0,,normal,1,Critical high temp: 70.56°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17101,1760423569.0,2025-10-14T12:02:49+05:30,0.15625,70.0,d7,2025-10-14 12:02:49+05:30,53.958364917593016,-0.014881210955068093,0,,normal,1,Critical high temp: 70.00°C (threshold: 68.40°C); Rapid temp change: 16.67°C/sample,critical,critical,0,0,0,0,1,1
17102,1760423570.0,2025-10-14T12:02:50+05:30,0.12925,70.0,d7,2025-10-14 12:02:50+05:30,42.7813741641783,-0.014890924906999517,0,,normal,1,Critical high temp: 70.00°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17105,1760423573.0,2025-10-14T12:02:53+05:30,0.10525,71.11,d7,2025-10-14 12:02:53+05:30,62.12939681065103,-0.014874109489853496,0,,normal,1,Critical high temp: 71.11°C (threshold: 68.40°C); Rapid temp change: 17.78°C/sample,critical,critical,0,1,1,0,1,1
17106,1760423574.0,2025-10-14T12:02:54+05:30,0.18025,70.0,d7,2025-10-14 12:02:54+05:30,41.50865760297402,-0.014892031028295543,0,,normal,1,Critical high temp: 70.00°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17107,1760423575.0,2025-10-14T12:02:55+05:30,0.12525,71.11,d7,2025-10-14 12:02:55+05:30,48.14149868129132,-0.014886266408745881,0,,normal,1,Critical high temp: 71.11°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17108,1760423576.0,2025-10-14T12:02:56+05:30,0.12625,71.67,d7,2025-10-14 12:02:56+05:30,50.4007935933959,-0.014884302849621672,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17109,1760423578.0,2025-10-14T12:02:58+05:30,0.0,70.0,d7,2025-10-14 12:02:58+05:30,46.58050397954492,-0.01488762307332873,0,,normal,1,Critical high temp: 70.00°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17110,1760423579.0,2025-10-14T12:02:59+05:30,0.08525,71.67,d7,2025-10-14 12:02:59+05:30,50.65556358510885,-0.014884081428354744,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17111,1760423580.0,2025-10-14T12:03:00+05:30,0.12125,71.67,d7,2025-10-14 12:03:00+05:30,50.04772165047706,-0.014884609705371803,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17113,1760423584.0,2025-10-14T12:03:04+05:30,0.17325,71.67,d7,2025-10-14 12:03:04+05:30,62.97777974016602,-0.014873372158027913,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C); Rapid temp change: 18.34°C/sample,critical,critical,0,1,1,0,1,1
17114,1760423585.0,2025-10-14T12:03:05+05:30,0.13425,71.67,d7,2025-10-14 12:03:05+05:30,50.67351379170789,-0.014884065827783182,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17115,1760423586.0,2025-10-14T12:03:06+05:30,0.14525,72.22,d7,2025-10-14 12:03:06+05:30,52.74538609601084,-0.014882265158138189,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17116,1760423587.0,2025-10-14T12:03:07+05:30,0.09425,72.78,d7,2025-10-14 12:03:07+05:30,56.54798445584604,-0.014878960309946324,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
17117,1760423588.0,2025-10-14T12:03:08+05:30,0.10025,72.22,d7,2025-10-14 12:03:08+05:30,53.63692949754045,-0.01488149031543336,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17118,1760423589.0,2025-10-14T12:03:09+05:30,0.17625,72.22,d7,2025-10-14 12:03:09+05:30,52.106059767450986,-0.014882820798324457,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17119,1760423595.0,2025-10-14T12:03:15+05:30,0.00625,71.67,d7,2025-10-14 12:03:15+05:30,54.044335182628,-0.014881136238085634,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17120,1760423596.0,2025-10-14T12:03:16+05:30,0.08925,71.67,d7,2025-10-14 12:03:16+05:30,78.23574181343498,-0.014860111423236138,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
17121,1760423598.0,2025-10-14T12:03:18+05:30,0.13525,72.22,d7,2025-10-14 12:03:18+05:30,52.63375754514558,-0.014882362174804053,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17123,1760423601.0,2025-10-14T12:03:21+05:30,0.00125,71.67,d7,2025-10-14 12:03:21+05:30,67.2888106744655,-0.014869625429754217,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C); Rapid temp change: 18.34°C/sample,critical,critical,0,1,1,0,1,1
17124,1760423602.0,2025-10-14T12:03:22+05:30,0.08125,72.22,d7,2025-10-14 12:03:22+05:30,892.8304612028935,-0.014152145019549136,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,1,1,0,1,1
17134,1760423612.0,2025-10-14T12:03:32+05:30,0.22325,72.22,d7,2025-10-14 12:03:32+05:30,66.30948553068191,-0.014870476563801104,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,0,0,1,1
17136,1760423614.0,2025-10-14T12:03:34+05:30,0.06425,72.78,d7,2025-10-14 12:03:34+05:30,73.71858726774971,-0.014864037294080234,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17137,1760423615.0,2025-10-14T12:03:35+05:30,0.11425,72.78,d7,2025-10-14 12:03:35+05:30,55.02586893919688,-0.014880283184527596,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17139,1760423617.0,2025-10-14T12:03:37+05:30,0.05725,71.67,d7,2025-10-14 12:03:37+05:30,66.44834141499757,-0.01487035588378844,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C); Rapid temp change: 18.34°C/sample,critical,critical,0,1,1,0,1,1
17140,1760423618.0,2025-10-14T12:03:38+05:30,0.20225,72.22,d7,2025-10-14 12:03:38+05:30,51.04665084493502,-0.014883741533393141,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17141,1760423619.0,2025-10-14T12:03:39+05:30,0.08325,72.78,d7,2025-10-14 12:03:39+05:30,57.41092066510716,-0.014878210329827203,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
17142,1760423719.0,2025-10-14T12:05:19+05:30,0.18025,72.78,d7,2025-10-14 12:05:19+05:30,54.23790791999843,-0.014880968003512704,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17143,1760423720.0,2025-10-14T12:05:20+05:30,0.16425,72.78,d7,2025-10-14 12:05:20+05:30,56.249529977011164,-0.014879219697515399,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17145,1760423722.0,2025-10-14T12:05:22+05:30,0.02825,72.22,d7,2025-10-14 12:05:22+05:30,70.98329297489174,-0.014866414545512692,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,1,0,1,1
17147,1760423724.0,2025-10-14T12:05:24+05:30,0.09325,72.78,d7,2025-10-14 12:05:24+05:30,72.01942900903407,-0.014865514036972234,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17149,1760423726.0,2025-10-14T12:05:26+05:30,0.15725,72.78,d7,2025-10-14 12:05:26+05:30,72.18546891838882,-0.014865369731252227,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17150,1760423727.0,2025-10-14T12:05:27+05:30,0.21625,72.78,d7,2025-10-14 12:05:27+05:30,54.41741084518018,-0.01488081199705039,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17154,1760423731.0,2025-10-14T12:05:31+05:30,0.08625,72.78,d7,2025-10-14 12:05:31+05:30,72.45872240412396,-0.014865132245932245,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17155,1760423732.0,2025-10-14T12:05:32+05:30,0.08425,72.78,d7,2025-10-14 12:05:32+05:30,55.6764444336213,-0.014879717767661818,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17156,1760423733.0,2025-10-14T12:05:33+05:30,0.12825,72.78,d7,2025-10-14 12:05:33+05:30,54.51926516456343,-0.014880723475194702,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17158,1760423735.0,2025-10-14T12:05:35+05:30,0.08625,72.78,d7,2025-10-14 12:05:35+05:30,72.34995199184918,-0.014865226778582376,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17160,1760423737.0,2025-10-14T12:05:37+05:30,0.08825,72.78,d7,2025-10-14 12:05:37+05:30,72.05057616593082,-0.014865486966896614,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17174,1760423751.0,2025-10-14T12:05:51+05:30,0.09125,72.78,d7,2025-10-14 12:05:51+05:30,72.5633056865681,-0.014865041352327616,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17175,1760423752.0,2025-10-14T12:05:52+05:30,0.19025,72.78,d7,2025-10-14 12:05:52+05:30,53.65313914423584,-0.014881476227586971,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17176,1760423753.0,2025-10-14T12:05:53+05:30,0.10525,72.78,d7,2025-10-14 12:05:53+05:30,56.488746032396044,-0.014879011794215264,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
17177,1760423754.0,2025-10-14T12:05:54+05:30,0.11125,72.22,d7,2025-10-14 12:05:54+05:30,53.131618636256384,-0.01488192948242609,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17186,1760423763.0,2025-10-14T12:06:03+05:30,0.09825,72.78,d7,2025-10-14 12:06:03+05:30,72.55683433136298,-0.014865046976599367,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17187,1760423764.0,2025-10-14T12:06:04+05:30,0.12225,71.67,d7,2025-10-14 12:06:04+05:30,49.767464865192885,-0.014884853277277763,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17217,1760423794.0,2025-10-14T12:06:34+05:30,0.17025,72.78,d7,2025-10-14 12:06:34+05:30,70.39550195814535,-0.014866925396224513,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17219,1760423796.0,2025-10-14T12:06:36+05:30,0.17925,72.22,d7,2025-10-14 12:06:36+05:30,67.53725897947348,-0.014869409502681757,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C); Rapid temp change: 18.89°C/sample,critical,critical,0,1,1,0,1,1
17222,1760423799.0,2025-10-14T12:06:39+05:30,0.12325,72.78,d7,2025-10-14 12:06:39+05:30,73.53937754294066,-0.014864193045721338,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17223,1760423800.0,2025-10-14T12:06:40+05:30,0.10725,72.22,d7,2025-10-14 12:06:40+05:30,53.68569989141279,-0.01488144792895634,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17226,1760423803.0,2025-10-14T12:06:43+05:30,0.13825,72.78,d7,2025-10-14 12:06:43+05:30,72.43591061018098,-0.014865152071722095,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17227,1760423804.0,2025-10-14T12:06:44+05:30,0.0,72.78,d7,2025-10-14 12:06:44+05:30,58.76728617151338,-0.01487703150901386,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,1,0,0,1,1
17237,1760423814.0,2025-10-14T12:06:54+05:30,0.14825,72.78,d7,2025-10-14 12:06:54+05:30,71.68581292086203,-0.014865803983588057,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17238,1760423815.0,2025-10-14T12:06:55+05:30,0.15625,72.78,d7,2025-10-14 12:06:55+05:30,55.16753459629565,-0.014880160062534053,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17243,1760423820.0,2025-10-14T12:07:00+05:30,0.14225,72.78,d7,2025-10-14 12:07:00+05:30,70.71034111114434,-0.014866651768692214,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,0,0,1,1
17244,1760423821.0,2025-10-14T12:07:01+05:30,0.11425,72.78,d7,2025-10-14 12:07:01+05:30,55.39548527410056,-0.014879961950003068,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17245,1760423822.0,2025-10-14T12:07:02+05:30,0.17125,72.22,d7,2025-10-14 12:07:02+05:30,51.57856661421025,-0.014883279244005211,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17248,1760423825.0,2025-10-14T12:07:05+05:30,0.21025,72.78,d7,2025-10-14 12:07:05+05:30,70.61077739472088,-0.014866738299778871,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17250,1760423827.0,2025-10-14T12:07:07+05:30,0.05925,72.78,d7,2025-10-14 12:07:07+05:30,73.47755338542166,-0.014864246777258528,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17253,1760423830.0,2025-10-14T12:07:10+05:30,0.06025,72.78,d7,2025-10-14 12:07:10+05:30,73.28803448267001,-0.014864411488633177,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17254,1760423831.0,2025-10-14T12:07:11+05:30,0.12225,72.78,d7,2025-10-14 12:07:11+05:30,54.46981362217871,-0.014880766453659681,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17255,1760423832.0,2025-10-14T12:07:12+05:30,0.11325,71.67,d7,2025-10-14 12:07:12+05:30,50.513433461459066,-0.014884204954017382,0,,normal,1,Critical high temp: 71.67°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17257,1760423834.0,2025-10-14T12:07:14+05:30,0.07625,72.78,d7,2025-10-14 12:07:14+05:30,73.03298946715212,-0.014864633148924014,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
17258,1760423835.0,2025-10-14T12:07:15+05:30,0.08225,72.78,d7,2025-10-14 12:07:15+05:30,55.77111270005561,-0.014879635491223567,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17259,1760423836.0,2025-10-14T12:07:16+05:30,0.19325,72.78,d7,2025-10-14 12:07:16+05:30,53.78866780395201,-0.014881358439273924,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17260,1760423837.0,2025-10-14T12:07:17+05:30,0.17125,72.78,d7,2025-10-14 12:07:17+05:30,55.652981156004465,-0.014879738159657837,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17261,1760423838.0,2025-10-14T12:07:18+05:30,0.09725,72.22,d7,2025-10-14 12:07:18+05:30,54.59601307471109,-0.014880656773385023,0,,normal,1,Critical high temp: 72.22°C (threshold: 68.40°C),critical,critical,0,0,0,0,1,1
17268,1760423845.0,2025-10-14T12:07:25+05:30,0.10125,72.78,d7,2025-10-14 12:07:25+05:30,72.09422201930953,-0.014865449034171153,0,,normal,1,Critical high temp: 72.78°C (threshold: 68.40°C); Rapid temp change: 19.45°C/sample,critical,critical,0,1,1,0,1,1
